Year,TradeFlowName,TradeValueK,first,second,third,fourth
2017,Export,659.45,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2017,Import,911.293,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2017,Import,23610.346,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Export,15954.007,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Export,740.988,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Import,1582.413,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Import,32217.482,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Export,20747.83,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Export,642.679,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Import,685.933,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Import,34416.701,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Export,29453.971,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Export,3759.852,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Import,11493.321,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Import,32060.757,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Export,1233.518,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Export,2552.579,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Import,3809.442,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2009,Import,12614.638,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Export,5627.812,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Export,1567.985,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Import,4647.852,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2010,Import,26027.712,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Export,13029.581,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Export,1976.972,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Import,2103.2,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2011,Import,30869.536,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Export,12321.544,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Export,1861.612,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Import,1653.511,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2012,Import,38154.929,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Export,18614.786,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Export,1096.54,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Import,1541.449,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2013,Import,47964.648,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Export,17182.776,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Export,837.906,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Import,1571.874,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2014,Import,37273.808,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Export,15096.156,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Export,1127.729,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Import,332.119,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2015,Import,28592.895,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Export,18026.592,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Export,912.549,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Import,400.851,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2016,Import,15944.931,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2017,Export,13171.794,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2017,Export,659.45,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2017,Import,911.293,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2017,Import,23610.346,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Export,15954.007,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Export,740.988,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Import,1582.413,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2018,Import,32217.482,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Export,20747.83,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Export,642.679,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Import,685.933,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2019,Import,34416.701,Manufactured commodities not identi,Transportation equipment,"Motorcycles, bicycles, and parts, n","Motorcycles, bicycles, and parts, n"
2008,Import,26.133,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2009,Import,77.31,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2011,Import,8.631,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2012,Export,4,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2012,Import,27.1,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2013,Import,1.757,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2014,Export,3.012,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2014,Import,52.145,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2015,Export,22.5,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2015,Import,271.152,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2016,Export,27,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2016,Import,3.292,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2017,Export,81.159,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2018,Export,14.1,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
2018,Import,15.796,Manufactured commodities not identi,Transportation equipment,Spacecraft,Spacecraft
